Profile Data:
Time                    	P                      	T    	Hu                 	Ws   	Wd          	Geopot	Dewp.	Virt. Temp 	Rs   	D
[sec]                   	[hPa]                  	[?C] 	[%]                	[m/s]	[?]         	[m]   	[?C] 	[?C]       	[m/s]	[kg/m3]
1678                    	392.9                  	-37.6	29                 	39.5 	040         	8198  	-48.3	-37.6      	4.3  	0.581238
1680                    	392.4                  	-37.7	29                 	39.7 	040         	8206  	-48.4	-37.7      	4.3  	0.580657
1682                    	391.9                  	-37.8	29                 	39.9 	040         	8215  	-48.4	-37.7      	4.3  	0.580076
1684                    	391.4                  	-37.8	29                 	40.0 	039         	8224  	-48.5	-37.8      	4.3  	0.579496
1686                    	390.9                  	-37.9	29                 	40.2 	039         	8232  	-48.5	-37.9      	4.3  	0.578917
1688                    	390.4                  	-37.9	29                 	40.4 	039         	8241  	-48.6	-37.9      	4.3  	0.578349
1690                    	389.9                  	-38.0	29                 	40.6 	039         	8250  	-48.6	-38.0      	4.3  	0.577791
1692                    	389.4                  	-38.1	29                 	40.7 	039         	8258  	-48.7	-38.1      	4.3  	0.577233
1694                    	389.0                  	-38.1	29                 	40.7 	039         	8267  	-48.7	-38.1      	4.3  	0.576675
1696                    	388.5                  	-38.2	29                 	40.8 	039         	8275  	-48.8	-38.2      	4.3  	0.576117
1698                    	388.0                  	-38.3	29                 	40.9 	039         	8284  	-48.8	-38.3      	4.3  	0.575561
1700                    	387.5                  	-38.3	29                 	41.0 	039         	8293  	-48.9	-38.3      	4.3  	0.575004
1702                    	387.0                  	-38.4	29                 	41.1 	039         	8301  	-48.9	-38.4      	4.3  	0.574448
1704                    	386.5                  	-38.5	29                 	41.1 	039         	8310  	-49.0	-38.5      	4.3  	0.573893
1706                    	386.0                  	-38.5	29                 	41.2 	039         	8319  	-49.1	-38.5      	4.3  	0.573333
1708                    	385.5                  	-38.6	29                 	41.3 	039         	8327  	-49.2	-38.6      	4.4  	0.572774
1710                    	385.1                  	-38.7	29                 	41.4 	039         	8336  	-49.3	-38.7      	4.4  	0.572215
1712                    	384.6                  	-38.7	29                 	41.5 	039         	8345  	-49.4	-38.7      	4.4  	0.571656
1714                    	384.1                  	-38.8	29                 	41.6 	038         	8353  	-49.5	-38.8      	4.4  	0.571097
1716                    	383.6                  	-38.9	29                 	41.7 	038         	8362  	-49.5	-38.9      	4.4  	0.570521
1718                    	383.1                  	-38.9	29                 	41.8 	038         	8371  	-49.6	-38.9      	4.4  	0.569941
1720                    	382.6                  	-39.0	29                 	41.9 	038         	8379  	-49.6	-39.0      	4.4  	0.569361
1722                    	382.1                  	-39.1	29                 	42.0 	038         	8388  	-49.6	-39.0      	4.4  	0.568782
1724                    	381.7                  	-39.1	29                 	42.1 	038         	8397  	-49.7	-39.1      	4.4  	0.568206
1726                    	381.2                  	-39.2	29                 	42.1 	038         	8405  	-49.7	-39.2      	4.4  	0.567631
1728                    	380.7                  	-39.2	29                 	42.2 	038         	8414  	-49.8	-39.2      	4.3  	0.567055
1730                    	380.2                  	-39.3	29                 	42.3 	037         	8423  	-49.8	-39.3      	4.3  	0.566487
1732                    	379.7                  	-39.3	29                 	42.5 	037         	8431  	-49.8	-39.3      	4.3  	0.565920
1734                    	379.3                  	-39.4	29                 	42.6 	037         	8440  	-49.8	-39.4      	4.3  	0.565353
1736                    	378.8                  	-39.5	29                 	42.8 	037         	8448  	-49.8	-39.5      	4.3  	0.564786
1738                    	378.3                  	-39.5	30                 	42.9 	037         	8457  	-49.8	-39.5      	4.3  	0.564219
1740                    	377.8                  	-39.6	30                 	43.0 	036         	8465  	-49.8	-39.6      	4.3  	0.563654
1742                    	377.4                  	-39.6	30                 	43.2 	036         	8474  	-49.9	-39.6      	4.3  	0.563079
1744                    	376.9                  	-39.7	30                 	43.3 	036         	8483  	-49.9	-39.7      	4.3  	0.562495
